ICAO,NAME
GVAN,Agostinho Neto Airport
GVBA,Rabil Airport
GVBR,Esparadinha Airport
GVFM,Praia International Airport
GVMA,"Maio Airport, Maio, Cape Verde"
GVMT,Mosteiros Airport
GVNP,Praia International Airport
GVSF,São Filipe Airport
GVSN,Preguiça Airport
GVSV,Sao Pedro Airport
HAAB,Bole International Airport
HAAM,Arba Minch Airport
HAAX,Axum Airport
HABC,Baco Airport (Jinka Airport)
HABD,Bahar Dar Airport
HABE,Beica Airport
HABU,Bulchi Airport
HADC,Combolcha Airport
HADD,Dembidolo Airport
HADM,Debre Marcos Airport
HADR,Dire Dawa International Airport
HADT,Debre Tabor Airport
HAFN,Fincha Airport
HAGB,Robe Airport
HAGH,Ghinnir Airport
HAGM,Gambella Airport
HAGN,Gonder Airport
HAGO,Gode Airport
HAGR,Gore Airport
HAHM,Harar Meda Airport
HAHU,Humera Airport
HAJJ,Jijiga Airport
HAJM,Aba Segud Airport
HAKD,Kabri Dar Airport
HAKL,Kelafo East Airport
HALA,Awasa Airport
HALL,Lalibella Airport
HAMK,Mekele Airport
HAMN,Mendi Airport
HAMT,Mizan Teferi Airport
HANG,"Negele Boran, Ethiopia"
HANJ,Nejjo Airport
HANK,Nekemte Airport
HASD,Soddu Airport
HASO,Asosa Airport
HATP,Tippi Airport
HAWC,Waca Airport
HBBA,Bujumbura International Airport
HBBE,Gitega Airport
HCMA,Alula Airport
HCMB,Baidoa Airport
HCMC,Candala Airport
HCMD,Bardera Airport
HCME,Eil Airport
HCMF,Bender Qassim International Airport
HCMG,Gardo Airport
HCMH,Egal International Airport
HCMI,Berbera Airport
HCMK,Kisimayu Airport
HCMM,Aden Adde International Airport
HCMO,Obbia Airport
HCMR,Galcaio Airport
HCMS,Scusciuban Airport
HCMU,Erigavo Airport
HCMV,Burao Airport
HDAM,Ambouli Airport
HDAS,Ali-Sabieh Airport
HDMO,Moucha Airport
HDOB,Obock Airport
HDTJ,Tadjoura Airport
HE24,Siwa Oasis North Airport
HEAL,El Alamein International Airport
HEAR,El Arish International Airport
HEAT,Assiut Airport
HEAX,El Nouzha Airport (Alexandria International Airport)
HEBA,Borg El Arab Airport
HEBL,Abu Simbel Airport
HECA,Cairo International Airport
HECW,Cairo West Airport
HEDK,Dakhla Oasis Airport
HEGN,Hurghada International Airport
HEGR,El Gora Airport
HEKG,El Kharga Airport
HELX,Luxor International Airport
HEMA,Marsa Alam International Airport
HEMK,Sohag International Airport
HEMM,Mersa Matruh Airport
HEOW,Shark El Oweinat International Airport
HEPS,Port Said Airport
HESC,St. Catherine International Airport
HESH,Sharm El Sheikh International Airport
HESN,Aswan International Airport
HETB,Taba International Airport
HETR,El Tor Airport
HHAS,Asmara International Airport
HHMS,Massawa International Airport
HHSB,Assab International Airport
HHTS,Tessenei Airport
HIL,Shilavo Airport
HKAM,Amboseli Airport
HKEL,Eldoret International Airport
HKES,Eliye Springs Airport
HKFG,Kalokol Airport
HKGA,Garissa Airport
HKHO,Hola Airport
HKJK,Jomo Kenyatta International Airport
HKKG,Kakamega Airport
HKKI,Kisumu Airport
HKKL,Kilaguni Airport
HKKR,Kericho Airport
HKKT,Kitale Airport
HKLK,Lokichoggio Airport
HKLO,Lodwar Airport
HKLU,Manda Airstrip
HKLY,Loyengalani Airport
HKMA,Mandera Airport
HKMB,Segel Airport
HKMK,Mulika Lodge Airport
HKML,Malindi Airport
HKMO,Moi International Airport
HKMS,Mara Serena Lodge Airstrip
HKMY,Moyale Airport
HKNI,Nyeri Airport
HKNK,Nakuru Airport
HKNW,Wilson Airport
HKNY,"Nanyuki, Kenya"
HKSB,Samburu South Airport
HKUK,Ukunda Airstrip
HKWJ,Wajir Airport
HLGD,Gardabya Airport
HLGN,Gamal Abdel Nasser Airport
HLGT,Ghat Airport
HLKF,Kufra Airport
HLLB,Benina International Airport
HLLM,Mitiga International Airport
HLLQ,La Abraq Airport
HLLS,Sabha Airport
HLLT,Tripoli International Airport
HLMB,Marsa Brega Airport
HLON,Hon Airport
HLTD,Ghadames East Airport
HLZW,Zwara Airport
HRYI,Butare Airport
HRYR,Kigali International Airport
HSAT,Atbara Airport
HSDB,El Debba Airport
HSDN,Dongola Airport
HSFS,El Fasher Airport
HSGF,Azaza Airport
HSGG,Galegu Airport
HSGN,Geneina Airport
HSKA,Kassala Airport
HSKG,Khashm El Girba Airport
HSKI,Kosti Airport
HSLI,Kadugli Airport
HSMR,Merowe Airport
HSNH,En Nahud Airport
HSNN,Nyala Airport
HSNW,New Halfa Airport
HSOB,El Obeid Airport
HSPN,Port Sudan New International Airport
HSSJ,Juba Airport
HSSM,Malakal Airport
HSSS,Khartoum International Airport
HSSW,Wadi Halfa Airport
HSWW,Wau Airport
HTAR,Arusha Airport
HTBU,Bukoba Airport
HTDA,Dar Es Salaam Airport
HTDO,Dodoma Airport
HTIR,Iringa Airport
HTKA,Kigoma Airport
HTKI,Kilwa Masoko Airport
HTKJ,Kilimanjaro International Airport
HTLI,Kikwetu Airport
HTLM,Lake Manyara Airport
HTMA,Mafia Island Airport
HTMB,Mbeya Airport
HTMD,Mwadui Airport
HTMI,Masasi Airport
HTMS,Moshi Airport
HTMT,Mtwara Airport
HTMU,Musoma Airport
HTMW,Mwanza Airport
HTNA,Nachingwea Airport
HTNJ,Njombe Airport
HTPE,Pemba Airport
HTSN,Seronera Airport
HTSO,Songea Airport
HTSU,Sumbawanga Airport
HTSY,Shinyanga Airport
HTTB,Tabora Airport
HTTG,Tanga Airport
HTZA,Zanzibar Airport
HUAR,Arua Airport
HUEN,Entebbe International Airport
HUGU,Gulu Airport
HUJI,Jinja Airport
HUKF,Kabalega Falls Airport
HUKS,Kasese Airport
HUMA,Mbarara Airport
HUMI,Masindi Airport
HUSO,Soroti Airport
HUTO,Tororo Airport
K00C,Animas Air Park
K07,Rolla Downtown Airport
K0B8,Elizabeth Field
K1G4,Grand Canyon West Airport
K1O5,Montague-Yreka Rohrer Field
K2O1,Gansner Field
K3S8,Grants Pass Airport
K3W7,Grand Coulee Dam Airport
K40J,Perry Foley Airport
KAAF,Apalachicola Municipal Airport
KAAP,Andrau Airpark
KABE,Lehigh Valley International Airport
KABI,Abilene Regional Airport
KABQ,Albuquerque International Sunport
KABR,Aberdeen Regional Airport
KABY,Southwest Georgia Regional Airport
KACB,Antrim County Airport
KACK,Nantucket Memorial Airport
KACT,Waco Regional Airport
KACV,Arcata-Eureka Airport
KACY,Atlantic City International Airport
KADG,Lenawee County Airport
KADH,Ada Municipal Airport
KADM,Ardmore Municipal Airport
KADS,Addison Airport
KADW,Andrews Air Force Base
KAEL,Albert Lea Municipal Airport
KAEX,Alexandria International Airport
KAFF,United States Air Force Academy Airfield
KAFJ,Washington County Airport
KAFN,Jaffrey Airport - Silver Ranch Airport
KAFO,Afton Municipal Airport
KAFW,Fort Worth Alliance Airport
KAGC,Allegheny County Airport
KAGO,Magnolia Municipal Airport
KAGS,Augusta Regional Airport
KAHC,Amedee Army Airfield
KAHH,Amery Municipal Airport
KAHN,Athens-Ben Epps Airport
KAIA,Alliance Municipal Airport
KAID,Anderson Municipal Airport (Darlington Field)
KAIK,Aiken Municipal Airport
KAIO,Atlantic Municipal Airport
KAIV,George Downer Airport
KAIY,Atlantic City Municipal Airport (Bader Field)
KAIZ,Lee C. Fine Memorial Airport
KAKO,Colorado Plains Regional Airport
KAKR,Akron Fulton International Airport
KALB,Albany International Airport
KALI,Alice International Airport
KALM,Alamogordo-White Sands Regional Airport
KALN,St. Louis Regional Airport
KALO,Waterloo Regional Airport
KALS,San Luis Valley Regional Airport
KALW,Walla Walla Regional Airport
KALX,Thomas C. Russell Field
KAMA,Rick Husband Amarillo International Airport
KAMN,Gratiot Community Airport
KAMW,Ames Municipal Airport
KANB,Anniston Metropolitan Airport
KAND,Anderson Regional Airport
KANP,Lee Airport
KANQ,Tri-State Steuben County Airport
KANW,Ainsworth Municipal Airport
KANY,Anthony Municipal Airport
KAOH,Lima Allen County Airport
KAOO,Altoona-Blair County Airport
KAPA,Centennial Airport
KAPC,Napa County Airport
KAPF,Naples Municipal Airport
KAPG,Phillips Army Airfield
KAPH,A.P. Hill Army Airfield
KAPN,Alpena County Regional Airport
KAPT,Marion County Airport (Brown Field)
KAPV,Apple Valley Airport
KARA,Acadiana Regional Airport
KARB,Ann Arbor Municipal Airport
KARG,Walnut Ridge Regional Airport
KARR,Aurora Municipal Airport
KART,Watertown International Airport
KARV,Lakeland Airport (Noble F. Lee Memorial Field)
KASE,Aspen/Pitkin County Airport
KASG,Springdale Municipal Airport
KASH,Boire Field
KASL,Harrison County Airport
KASN,Talladega Municipal Airport
KAST,Astoria Regional Airport
KASX,John F. Kennedy Memorial Airport
KASY,Ashley Municipal Airport
KATL,Hartsfield-Jackson Atlanta International Airport
KATS,Artesia Municipal Airport
KATW,Outagamie County Regional Airport
KATY,Watertown Regional Airport
KAUG,Augusta State Airport
KAUM,Austin Municipal Airport
KAUN,Auburn Municipal Airport
KAUO,Auburn-Opelika Robert G. Pitts Airport
KAUS,Austin-Bergstrom International Airport
KAUW,Wausau Downtown Airport
KAVL,Asheville Regional Airport
KAVO,Avon Park Executive Airport
KAVP,Wilkes-Barre/Scranton International Airport
KAVQ,Marana Regional Airport
KAVX,Catalina Airport
KAWM,West Memphis Municipal Airport
KAXA,Algona Municipal Airport
KAXN,Chandler Field
KAXS,Altus/Quartz Mountain Regional Airport
KAXV,Neil Armstrong Airport
KAXX,Angel Fire Airport
KAYS,Waycross-Ware County Airport
KAZO,Kalamazoo/Battle Creek International Airport
KBAB,Beale Air Force Base
KBAD,Barksdale Air Force Base
KBAF,Barnes Municipal Airport
KBAK,Columbus Municipal Airport
KBAM,Battle Mountain Airport (Lander County Airport)
KBBB,Benson Municipal Airport
KBBD,Curtis Field
KBBP,Marlboro County Jetport
KBBW,Broken Bow Municipal Airport
KBCB,Virginia Tech Montgomery Executive Airport
KBCE,Bryce Canyon Airport
KBCT,Boca Raton Airport
KBDE,Baudette International Airport
KBDG,Blanding Municipal Airport
KBDL,Bradley International Airport
KBDR,Igor I. Sikorsky Memorial Airport
KBDU,Boulder Municipal Airport
KBEC,Beech Factory Airport
KBED,Laurence G. Hanscom Field
KBEH,Southwest Michigan Regional Airport
KBFD,Bradford Regional Airport
KBFF,Western Nebraska Regional Airport (William B. Heilig Field)
KBFI,Boeing Field/King County International Airport
KBFL,Meadows Field
KBFM,Mobile Downtown Airport
KBFR,Virgil I. Grissom Municipal Airport
KBGD,Hutchinson County Airport
KBGE,Decatur County Industrial Airpark
KBGM,Greater Binghamton Airport (Edwin A. Link Field)
KBGR,Bangor International Airport
KBHB,Hancock County-Bar Harbor Airport
KBHM,Birmingham International Airport
KBID,Block Island State Airport
KBIE,Beatrice Municipal Airport
KBIF,Biggs Army Airfield
KBIH,Eastern Sierra Regional Airport
KBIL,Billings Logan International Airport
KBIS,Bismarck Municipal Airport
KBIX,Keesler Air Force Base
KBJC,Rocky Mountain Metropolitan Airport
KBJI,Bemidji Regional Airport
KBJJ,Wayne County Airport
KBKD,Stephens County Airport
KBKE,Baker City Municipal Airport
KBKF,Buckley Air Force Base
KBKL,Burke Lakefront Airport
KBKT,Allen C. Perkinson Airport / Blackstone Army Airfield
KBKW,Raleigh County Memorial Airport
KBKX,Brookings Regional Airport
KBLF,Mercer County Airport
KBLH,Blythe Airport
KBLI,Bellingham International Airport
KBLM,Monmouth Executive Airport
KBLU,Blue Canyon - Nyack Airport
KBLV,MidAmerica St. Louis Airport / Scott Air Force Base
KBMC,Brigham City Airport
KBMG,Monroe County Airport
KBMI,Central Illinois Regional Airport
KBML,Berlin Municipal Airport
KBMT,Beaumont Municipal Airport
KBNA,Nashville International Airport
KBNG,Banning Municipal Airport
KBNL,Barnwell Regional Airport
KBNO,Burns Municipal Airport
KBNW,Boone Municipal Airport
KBOF,Bolling Air Force Base
KBOI,Boise Air Terminal (Gowen Field)
KBOK,Brookings Airport
KBOS,Logan International Airport
KBOW,Bartow Municipal Airport
KBPI,Big Piney-Marbleton Airport
KBPP,Bowman Municipal Airport
KBPT,Southeast Texas Regional Airport
KBQK,Brunswick Golden Isles Airport
KBRD,Brainerd Lakes Regional Airport
KBRK,Rockhampton Airport
KBRL,Southeast Iowa Regional Airport
KBRO,Brownsville/South Padre Island International Airport
KBRY,Samuels Field
KBTF,Skypark Airport
KBTL,W. K. Kellogg Airport
KBTM,Bert Mooney Airport
KBTP,Butler County Airport (K.W. Scholter Field)
KBTR,Baton Rouge Metropolitan Airport (Ryan Field)
KBTV,Burlington International Airport
KBTY,Beatty Airport
KBUB,Cram Field
KBUF,Buffalo Niagara International Airport
KBUM,Butler Memorial Airport
KBUR,Bob Hope Airport
KBVI,Beaver County Airport
KBVO,Bartlesville Municipal Airport
KBVX,Batesville Regional Airport
KBVY,Beverly Municipal Airport
KBWC,Brawley Municipal Airport
KBWD,Brownwood Regional Airport
KBWG,Bowling Green-Warren County Regional Airport
KBWI,Baltimore-Washington International Thurgood Marshall Airport
KBXA,George R. Carr Memorial Air Field
KBXK,Buckeye Municipal Airport
KBYG,Johnson County Airport
KBYH,Arkansas International Airport
KBYI,Burley Municipal Airport
KBYS,Bicycle Lake Army Airfield (Fort Irwin)
KBYY,Bay City Municipal Airport
KBZN,Gallatin Field Airport
KCAD,Wexford County Airport
KCAE,Columbia Metropolitan Airport
KCAG,Craig-Moffat Airport
KCAK,Akron-Canton Regional Airport
KCAO,Clayton Municipal Airpark
KCAR,Caribou Municipal Airport
KCBE,Greater Cumberland Regional Airport
KCBF,Council Bluffs Municipal Airport
KCBK,Colby Municipal Airport (Shalz Field)
KCBM,Columbus Air Force Base
KCCB,Cable Airport
KCCR,Buchanan Field
KCCY,Northeast Iowa Regional Airport
KCDC,Cedar City Regional Airport
KCDH,Harrell Field
KCDK,George T. Lewis Airport
KCDN,Woodward Field
KCDR,Chadron Municipal Airport
KCDS,Childress Municipal Airport
KCDW,Essex County Airport
KCEA,Cessna Aircraft Field
KCEC,Jack McNamara Field
KCEF,Westover ARB/Westover Metropolitan Airport
KCEU,Oconee County Regional Airport
KCEV,Mettel Field
KCEW,Bob Sikes Airport
KCEY,Kyle-Oakley Field
KCEZ,Cortez Municipal Airport
KCFD,Coulter Field
KCFT,Greenlee County Airport
KCFV,Coffeyville Municipal Airport
KCGE,Cambridge-Dorchester Airport
KCGF,Cuyahoga County Airport
KCGI,Cape Girardeau Regional Airport
KCGS,College Park Airport
KCGZ,Casa Grande Municipal Airport
KCHA,Chattanooga Metropolitan Airport (Lovell Field)
KCHK,Chickasha Municipal Airport
KCHO,Charlottesville-Albemarle Airport
KCHS,Charleston International Airport / Charleston AFB
KCHT,Chillicothe Municipal Airport
KCIC,Chico Municipal Airport
KCID,The Eastern Iowa Airport
KCIN,Arthur N. Neu Airport
KCIR,Cairo Regional Airport
KCIU,Chippewa County International Airport
KCKA,Kegelman Air Force Auxiliary Field
KCKB,North Central West Virginia Airport
KCKF,Crisp County-Cordele Airport
KCKM,Fletcher Field
KCKN,Crookston Municipal Kirkwood Field
KCKV,Outlaw Field
KCLE,Cleveland Hopkins International Airport
KCLI,Clintonville Municipal Airport
KCLK,Clinton Regional Airport
KCLL,Easterwood Airport (Easterwood Field)
KCLM,William R. Fairchild International Airport
KCLR,Cliff Hatfield Memorial Airport
KCLS,Chehalis-Centralia Airport
KCLT,Charlotte Douglas International Airport
KCLW,Clearwater Air Park
KCMH,Port Columbus International Airport
KCMI,University of Illinois Willard Airport
KCMR,H.A. Clark Memorial Field
KCMX,Houghton County Memorial Airport
KCMY,Sparta/Fort McCoy Airport
KCNC,Chariton Municipal Airport
KCNH,Claremont Municipal Airport
KCNK,Blosser Municipal Airport
KCNM,Cavern City Air Trml Airport
KCNO,Chino Airport
KCNP,Billy G. Ray Field
KCNU,Chanute Martin Johnson Airport
KCNW,TSTC Waco Airport
KCNY,Canyonlands Field
KCOD,Yellowstone Regional Airport
KCOE,Coeur d'Alene Air Terminal
KCOF,Patrick Air Force Base
KCOI,Merritt Island Airport
KCOM,Coleman Municipal Airport
KCON,Concord Municipal Airport
KCOQ,Cloquet Carlton County Airport
KCOS,Colorado Springs Airport
KCOT,Cotulla-La Salle County Airport
KCOU,Columbia Regional Airport
KCPK,Chesapeake Regional Airport
KCPM,Compton/Woodley Airport
KCPR,Natrona County International Airport
KCPS,St. Louis Downtown Airport
KCPU,Calaveras County-Maury Rasmussen Field
KCRE,Grand Strand Airport
KCRG,Craig Municipal Airport
KCRO,Corcoran Airport
KCRP,Corpus Christi International Airport
KCRQ,McClellan-Palomar Airport
KCRS,Corsicana Municipal Airport (C. David Campbell Field)
KCRT,Z.M. Jack Stell Field
KCRW,Yeager Airport
KCRX,Roscoe Turner Airport
KCSG,Columbus Metropolitan Airport
KCSM,Clinton-Sherman Airport
KCSQ,Creston Municipal Airport
KCSV,Crossville Memorial-Whitson Field
KCTB,Cut Bank Municipal Airport
KCTK,Ingersoll Airport
KCTY,Cross City Airport
KCTZ,Sampson County Airport
KCUB,Columbia Owens Downtown Airport
KCUH,Cushing Municipal Airport
KCUL,Caye Caulker Airport
KCUT,Custer County Airport
KCVG,Cincinnati/Northern Kentucky International Airport
KCVN,Clovis Municipal Airport
KCVO,Corvallis Municipal Airport
KCVS,Cannon Air Force Base
KCWA,Central Wisconsin Airport
KCWC,Kickapoo Downtown Airport
KCWF,Chennault International Airport
KCWI,Clinton Municipal Airport
KCWS,Dennis F. Cantrell Field
KCXL,Calexico International Airport
KCXO,Lone Star Executive Airport
KCXP,Carson Airport
KCYO,Pickaway County Memorial Airport
KCYS,Cheyenne Regional Airport (Jerry Olson Field)
KCZK,Cascade Locks State Airport
KCZT,Dimmit County Airport
KDAA,Davison Army Airfield
KDAB,Daytona Beach International Airport
KDAG,Barstow-Daggett Airport
KDAL,Dallas Love Field
KDAN,Danville Regional Airport
KDAY,James M. Cox International Airport
KDBN,W. H. 'Bud' Barron Airport
KDBQ,Dubuque Regional Airport
KDCA,Ronald Reagan Washington National Airport
KDCR,Decatur Hi-Way Airport
KDCU,Pryor Field Regional Airport
KDDC,Dodge City Regional Airport
KDEC,Decatur Airport
KDEH,Decorah Municipal Airport
KDEN,Denver International Airport
KDET,Coleman A. Young International Airport
KDFI,Defiance Memorial Airport
KDFW,Dallas-Fort Worth International Airport
KDGL,Douglas Municipal Airport
KDGW,Converse County Airport
KDHN,Dothan Regional Airport
KDHT,Dalhart Municipal Airport
KDIK,Theodore Roosevelt Regional Airport
KDKK,Chautauqua County/Dunkirk Airport
KDLC,Dillon County Airport
KDLF,Laughlin Air Force Base
KDLH,Duluth International Airport
KDLN,Dillon Airport
KDLO,Delano Municipal Airport
KDLS,Columbia Gorge Regional Airport (The Dalles Municipal Airpor
KDLZ,Delaware Municipal Airport
KDMA,Davis Monthan AFB
KDMN,Deming Municipal Airport
KDMO,Sedalia Memorial Airport
KDNL,Daniel Field
KDNN,Dalton Municipal Airport
KDNS,Denison Municipal Airport
KDNV,Vermilion County Airport
KDOV,Dover Air Force Base
KDPA,Dupage Airport
KDPG,Michael Army Airfield
KDRA,Desert Rock Airport
KDRI,Beauregard Regional Airport
KDRM,Drummond Island Airport
KDRO,Durango-La Plata County Airport
KDRT,Del Rio International Airport
KDSM,Des Moines International Airport
KDSV,Dansville Municipal Airport
KDTA,Andrew Municipal Airport
KDTL,Detroit Lakes Airport (Wething Field)
KDTN,Shreveport Downtown Airport
KDTS,Destin-Fort Walton Beach Airport
KDTW,Detroit Metropolitan Wayne County Airport
KDUA,Eaker Field
KDUC,Halliburton Field
KDUG,Bisbee-Douglas International Airport
KDUJ,DuBois Regional Airport (formerly DuBois-Jefferson County Ai
KDVL,Devils Lake Municipal Airport
KDVN,Davenport Municipal Airport
KDVO,Gnoss Field
KDVP,Slayton Municipal Airport
KDVT,Phoenix Deer Valley Airport
KDWH,David Wayne Hooks Memorial Airport
KDXR,Danbury Municipal Airport
KDYL,Doylestown Airport
KDYS,Dyess Air Force Base
KE24,Whiteriver Airport
KE38,Alpine Casparis Municipal Airport
KE51,Bagdad Airport
KEAN,Phifer Airfield
KEAR,Kearney Regional Airport
KEAT,Pangborn Memorial Airport
KEAU,Chippewa Valley Regional Airport
KEBS,Webster City Municipal Airport
KECG,Elizabeth City Regional Airport / Elizabeth City CGAS
KECP,Northwest Florida Beaches International Airport
KECS,Mondell Field
KEDE,Northeastern Regional Airport
KEDG,Weide AHP
KEDN,Enterprise Municipal Airport
KEDW,Edwards Air Force Base
KEED,Needles Airport
KEEN,Dillant-Hopkins Airport
KEFD,Ellington Field
KEFK,Newport State Airport
KEFW,Jefferson Municipal Airport
KEGE,Eagle County Regional Airport
KEGI,Duke Field (Eglin Auxiliary Field 3)
KEGV,Eagle River Union Airport
KEK,Ekwok Airport
KEKA,Murray Field
KEKM,Elkhart Municipal Airport
KEKN,Elkins-Randolph Co.-Jennings Randolph Field
KEKO,Elko Regional Airport
KEKQ,Wayne County Airport
KEKX,Addington Field (Elizabethtown Regional Airport)
KEKY,Bessemer Airport
KELA,Eagle Lake Airport
KELD,South Arkansas Regional Airport at Goodwin Field
KELK,Elk City Municipal Airport
KELM,Elmira-Corning Regional Airport
KELN,Bowers Field
KELO,Ely Municipal Airport
KELP,El Paso International Airport
KELY,Ely Airport
KELZ,Wellsville Municipal Airport (Tarantine Field)
KEMM,Kemmerer Municipal Airport
KEMP,Emporia Municipal Airport
KEMT,El Monte Airport
KEMV,Emporia-Greensville Regional Airport
KEND,Vance AFB
KENL,Centralia Municipal Airport
KENV,Wendover Airport
KENW,Kenosha Regional Airport
KEOK,Keokuk Municipal Airport
KEOP,Pike County Airport
KEOS,Neosho Hugh Robinson Airport
KEPH,Ephrata Municipal Airport
KEPM,Eastport Municipal Airport
KEQA,Captain Jack Thomas/El Dorado Airport
KERI,Erie International Airport (Tom Ridge Field)
KERR,Errol Airport
KERV,Kerrville Municipal Airport (Louis Schreiner Field)
KERY,Luce County Airport
KESC,Delta County Airport
KESF,Esler Regional Airport
KESN,Easton/Newnam Field
KEST,Estherville Municipal Airport
KESW,Easton State Airport
KETB,West Bend Municipal Airport
KETC,Tarboro-Edgecombe Airport
KETN,Eastland Municipal Airport
KEUE,Eureka Airport
KEUF,Weedon Field
KEUG,Eugene Airport / Mahlon Sweet Field
KEUL,Caldwell Industrial Airport
